,-1,1,neg_over_pos,pos_over_neg
ali,0.000999000999001,0.000999000999001,1.0,1.0
alias,0.000999000999001,0.000999000999001,1.0,1.0
alice,0.000999000999001,0.000999000999001,1.0,1.0
alien,0.000999000999001,0.000999000999001,1.0,1.0
alienate,0.0014985014985,0.000999000999001,1.5,0.666666666667
alienated,0.000999000999001,0.000999000999001,1.0,1.0
alienating,0.0014985014985,0.000999000999001,1.5,0.666666666667
alienation,0.000999000999001,0.000999000999001,1.0,1.0
aliens,0.000999000999001,0.0014985014985,0.666666666667,1.5
alientation,0.000999000999001,0.000999000999001,1.0,1.0
alike,0.000999000999001,0.000999000999001,1.0,1.0
alive,0.000999000999001,0.0044955044955,0.222222222222,4.5
all-ages,0.000999000999001,0.000999000999001,1.0,1.0
all-american,0.000999000999001,0.000999000999001,1.0,1.0
all-around,0.000999000999001,0.000999000999001,1.0,1.0
all-in-all,0.000999000999001,0.000999000999001,1.0,1.0
all-night,0.000999000999001,0.000999000999001,1.0,1.0
all-star,0.000999000999001,0.000999000999001,1.0,1.0
all-stars,0.000999000999001,0.000999000999001,1.0,1.0
all-too,0.000999000999001,0.000999000999001,1.0,1.0
all-too-familiar,0.000999000999001,0.000999000999001,1.0,1.0
allegedly,0.0014985014985,0.000999000999001,1.5,0.666666666667
allegorical,0.000999000999001,0.000999000999001,1.0,1.0
allegory,0.000999000999001,0.000999000999001,1.0,1.0
allen,0.001998001998,0.0024975024975,0.8,1.25
allodi,0.000999000999001,0.000999000999001,1.0,1.0
allow,0.000999000999001,0.0014985014985,0.666666666667,1.5
allowed,0.000999000999001,0.0014985014985,0.666666666667,1.5
allows,0.001998001998,0.004995004995,0.4,2.5
alluring,0.000999000999001,0.000999000999001,1.0,1.0
allusions,0.000999000999001,0.000999000999001,1.0,1.0
allying,0.000999000999001,0.000999000999001,1.0,1.0
almodovar,0.000999000999001,0.000999000999001,1.0,1.0
almost,0.012987012987,0.010989010989,1.18181818182,0.846153846154
aloft,0.000999000999001,0.000999000999001,1.0,1.0
alone,0.0024975024975,0.003996003996,0.625,1.6
along,0.00649350649351,0.00549450549451,1.18181818182,0.846153846154
alongside,0.000999000999001,0.0014985014985,0.666666666667,1.5
already,0.00849150849151,0.0014985014985,5.66666666667,0.176470588235
already-shallow,0.000999000999001,0.000999000999001,1.0,1.0
also,0.011988011988,0.0154845154845,0.774193548387,1.29166666667
altar,0.000999000999001,0.000999000999001,1.0,1.0
alter,0.000999000999001,0.000999000999001,1.0,1.0
alternately,0.0014985014985,0.000999000999001,1.5,0.666666666667
alternative,0.0014985014985,0.000999000999001,1.5,0.666666666667
although,0.00649350649351,0.00749250749251,0.866666666667,1.15384615385
altogether,0.001998001998,0.0014985014985,1.33333333333,0.75
always,0.002997002997,0.011988011988,0.25,4.0
am-radio,0.000999000999001,0.000999000999001,1.0,1.0
amalgam,0.0014985014985,0.000999000999001,1.5,0.666666666667
amalgamating,0.000999000999001,0.000999000999001,1.0,1.0
amari,0.000999000999001,0.0014985014985,0.666666666667,1.5
amateur,0.000999000999001,0.000999000999001,1.0,1.0
amateurish,0.002997002997,0.000999000999001,3.0,0.333333333333
amateurishly,0.0014985014985,0.000999000999001,1.5,0.666666666667
amaze,0.000999000999001,0.000999000999001,1.0,1.0
amazement,0.000999000999001,0.000999000999001,1.0,1.0
amazing,0.000999000999001,0.0034965034965,0.285714285714,3.5
amazingly,0.0014985014985,0.0014985014985,1.0,1.0
ambiguity,0.000999000999001,0.002997002997,0.333333333333,3.0
ambiguous,0.000999000999001,0.0014985014985,0.666666666667,1.5
ambition,0.001998001998,0.001998001998,1.0,1.0
ambitions,0.000999000999001,0.000999000999001,1.0,1.0
ambitious,0.002997002997,0.000999000999001,3.0,0.333333333333
ambivalence,0.000999000999001,0.000999000999001,1.0,1.0
amble,0.000999000999001,0.000999000999001,1.0,1.0
ambling,0.000999000999001,0.000999000999001,1.0,1.0
ambrose,0.000999000999001,0.000999000999001,1.0,1.0
america,0.000999000999001,0.0024975024975,0.4,2.5
american,0.00949050949051,0.014985014985,0.633333333333,1.57894736842
american-style,0.000999000999001,0.000999000999001,1.0,1.0
americana,0.000999000999001,0.0014985014985,0.666666666667,1.5
americans,0.000999000999001,0.0014985014985,0.666666666667,1.5
amiable,0.0014985014985,0.0014985014985,1.0,1.0
amid,0.0014985014985,0.000999000999001,1.5,0.666666666667
amidst,0.000999000999001,0.000999000999001,1.0,1.0
among,0.000999000999001,0.00649350649351,0.153846153846,6.5
amongst,0.000999000999001,0.000999000999001,1.0,1.0
amoses,0.000999000999001,0.000999000999001,1.0,1.0
amount,0.001998001998,0.002997002997,0.666666666667,1.5
amounts,0.000999000999001,0.000999000999001,1.0,1.0
amped-up,0.000999000999001,0.000999000999001,1.0,1.0
ample,0.000999000999001,0.000999000999001,1.0,1.0
amuse,0.0014985014985,0.001998001998,0.75,1.33333333333
amuse-bouche,0.000999000999001,0.000999000999001,1.0,1.0
amused,0.000999000999001,0.000999000999001,1.0,1.0
amusement,0.000999000999001,0.000999000999001,1.0,1.0
amusements,0.000999000999001,0.000999000999001,1.0,1.0
amusing,0.003996003996,0.00549450549451,0.727272727273,1.375
amusingly,0.000999000999001,0.000999000999001,1.0,1.0
ana,0.000999000999001,0.000999000999001,1.0,1.0
analysis,0.000999000999001,0.000999000999001,1.0,1.0
analytical,0.000999000999001,0.000999000999001,1.0,1.0
analyze,0.001998001998,0.000999000999001,2.0,0.5
anarchic,0.000999000999001,0.000999000999001,1.0,1.0
anarchist,0.000999000999001,0.000999000999001,1.0,1.0
anarchists,0.000999000999001,0.000999000999001,1.0,1.0
anatomy,0.000999000999001,0.000999000999001,1.0,1.0
anchor,0.000999000999001,0.000999000999001,1.0,1.0
anchored,0.000999000999001,0.001998001998,0.5,2.0
ancient,0.000999000999001,0.000999000999001,1.0,1.0
and-,0.000999000999001,0.000999000999001,1.0,1.0
andersson,0.000999000999001,0.000999000999001,1.0,1.0
andrew,0.000999000999001,0.001998001998,0.5,2.0
andy,0.000999000999001,0.000999000999001,1.0,1.0
andys,0.000999000999001,0.000999000999001,1.0,1.0
anecdote,0.000999000999001,0.000999000999001,1.0,1.0
anemic,0.000999000999001,0.000999000999001,1.0,1.0
anew,0.000999000999001,0.000999000999001,1.0,1.0
angel,0.000999000999001,0.000999000999001,1.0,1.0
angeles,0.000999000999001,0.000999000999001,1.0,1.0
angels,0.000999000999001,0.000999000999001,1.0,1.0
anger,0.000999000999001,0.000999000999001,1.0,1.0
angle,0.000999000999001,0.000999000999001,1.0,1.0
angry,0.000999000999001,0.001998001998,0.5,2.0
angst,0.000999000999001,0.0024975024975,0.4,2.5
angst-ridden,0.000999000999001,0.000999000999001,1.0,1.0
anguished,0.000999000999001,0.000999000999001,1.0,1.0
animal,0.0034965034965,0.000999000999001,3.5,0.285714285714
animated,0.0024975024975,0.00599400599401,0.416666666667,2.4
animation,0.0044955044955,0.002997002997,1.5,0.666666666667
animatronic,0.000999000999001,0.000999000999001,1.0,1.0
anime,0.000999000999001,0.0014985014985,0.666666666667,1.5
anna,0.000999000999001,0.0014985014985,0.666666666667,1.5
anne,0.001998001998,0.0014985014985,1.33333333333,0.75
anne-sophie,0.000999000999001,0.000999000999001,1.0,1.0
annoying,0.0024975024975,0.000999000999001,2.5,0.4
annual,0.000999000999001,0.000999000999001,1.0,1.0
anomie,0.0014985014985,0.000999000999001,1.5,0.666666666667
anonymity,0.000999000999001,0.000999000999001,1.0,1.0
anonymous,0.000999000999001,0.000999000999001,1.0,1.0
another,0.0174825174825,0.00899100899101,1.94444444444,0.514285714286
answer,0.000999000999001,0.000999000999001,1.0,1.0
answers,0.000999000999001,0.000999000999001,1.0,1.0
antagonists,0.000999000999001,0.000999000999001,1.0,1.0
anthology,0.000999000999001,0.000999000999001,1.0,1.0
anthony,0.000999000999001,0.000999000999001,1.0,1.0
anthropologically,0.000999000999001,0.000999000999001,1.0,1.0
anthropomorphic,0.000999000999001,0.000999000999001,1.0,1.0
anti-darwinian,0.000999000999001,0.000999000999001,1.0,1.0
anti-date,0.000999000999001,0.000999000999001,1.0,1.0
anti-feminist,0.000999000999001,0.000999000999001,1.0,1.0
anti-hollywood,0.000999000999001,0.000999000999001,1.0,1.0
anti-human,0.000999000999001,0.000999000999001,1.0,1.0
anti-kieslowski,0.000999000999001,0.000999000999001,1.0,1.0
anti-semitism,0.000999000999001,0.000999000999001,1.0,1.0
anti-virus,0.000999000999001,0.000999000999001,1.0,1.0
anticipated,0.000999000999001,0.000999000999001,1.0,1.0
anticipation,0.000999000999001,0.000999000999001,1.0,1.0
antics,0.000999000999001,0.0014985014985,0.666666666667,1.5
antidote,0.000999000999001,0.0014985014985,0.666666666667,1.5
antidotes,0.000999000999001,0.000999000999001,1.0,1.0
antiseptic,0.000999000999001,0.000999000999001,1.0,1.0
antithesis,0.000999000999001,0.000999000999001,1.0,1.0
antitrust,0.000999000999001,0.000999000999001,1.0,1.0
anton,0.000999000999001,0.000999000999001,1.0,1.0
antonio,0.000999000999001,0.000999000999001,1.0,1.0
antwone,0.000999000999001,0.0014985014985,0.666666666667,1.5
anxious,0.000999000999001,0.000999000999001,1.0,1.0
anybody,0.001998001998,0.001998001998,1.0,1.0
anyone,0.00599400599401,0.00749250749251,0.8,1.25
anything,0.010989010989,0.003996003996,2.75,0.363636363636
anytime,0.000999000999001,0.000999000999001,1.0,1.0
anyway,0.0014985014985,0.001998001998,0.75,1.33333333333
anywhere,0.0014985014985,0.0014985014985,1.0,1.0
ao,0.000999000999001,0.000999000999001,1.0,1.0
apart,0.0034965034965,0.001998001998,1.75,0.571428571429
apartheid,0.000999000999001,0.000999000999001,1.0,1.0
apartments,0.000999000999001,0.000999000999001,1.0,1.0
apesar,0.000999000999001,0.000999000999001,1.0,1.0
apolitical,0.000999000999001,0.000999000999001,1.0,1.0
appalled,0.000999000999001,0.0014985014985,0.666666666667,1.5
appalling,0.001998001998,0.000999000999001,2.0,0.5
apparent,0.0024975024975,0.000999000999001,2.5,0.4
apparently,0.0024975024975,0.000999000999001,2.5,0.4
appeal,0.0024975024975,0.0044955044955,0.555555555556,1.8
appealing,0.002997002997,0.0044955044955,0.666666666667,1.5
appealingly,0.000999000999001,0.000999000999001,1.0,1.0
appeals,0.000999000999001,0.000999000999001,1.0,1.0
appear,0.001998001998,0.0014985014985,1.33333333333,0.75
appearance,0.000999000999001,0.000999000999001,1.0,1.0
appeared,0.000999000999001,0.000999000999001,1.0,1.0
appearing,0.000999000999001,0.000999000999001,1.0,1.0
appears,0.0024975024975,0.001998001998,1.25,0.8
appetite,0.000999000999001,0.001998001998,0.5,2.0
applaud,0.000999000999001,0.001998001998,0.5,2.0
applauded,0.000999000999001,0.000999000999001,1.0,1.0
applies,0.000999000999001,0.000999000999001,1.0,1.0
apply,0.000999000999001,0.0014985014985,0.666666666667,1.5
appraisal,0.000999000999001,0.000999000999001,1.0,1.0
appreciate,0.0014985014985,0.001998001998,0.75,1.33333333333
appreciated,0.000999000999001,0.000999000999001,1.0,1.0
appreciates,0.000999000999001,0.000999000999001,1.0,1.0
appreciation,0.0014985014985,0.000999000999001,1.5,0.666666666667
appreciative,0.000999000999001,0.000999000999001,1.0,1.0
apprehension,0.000999000999001,0.000999000999001,1.0,1.0
approach,0.004995004995,0.0034965034965,1.42857142857,0.7
approached,0.000999000999001,0.000999000999001,1.0,1.0
approaches,0.000999000999001,0.000999000999001,1.0,1.0
approaching,0.000999000999001,0.000999000999001,1.0,1.0
appropriate,0.0014985014985,0.000999000999001,1.5,0.666666666667
appropriated,0.000999000999001,0.000999000999001,1.0,1.0
appropriately,0.000999000999001,0.000999000999001,1.0,1.0
approximation,0.000999000999001,0.000999000999001,1.0,1.0
aprovechar,0.000999000999001,0.000999000999001,1.0,1.0
aproveitar,0.000999000999001,0.000999000999001,1.0,1.0
aptly,0.000999000999001,0.000999000999001,1.0,1.0
aquatic,0.000999000999001,0.000999000999001,1.0,1.0
aqueles,0.000999000999001,0.000999000999001,1.0,1.0
ararat,0.000999000999001,0.000999000999001,1.0,1.0
arc,0.0014985014985,0.000999000999001,1.5,0.666666666667
arcana,0.000999000999001,0.000999000999001,1.0,1.0
architectural,0.000999000999001,0.0014985014985,0.666666666667,1.5
architecture,0.000999000999001,0.000999000999001,1.0,1.0
archival,0.0014985014985,0.0014985014985,1.0,1.0
archives,0.000999000999001,0.000999000999001,1.0,1.0
arduous,0.000999000999001,0.000999000999001,1.0,1.0
area,0.000999000999001,0.000999000999001,1.0,1.0
arena,0.000999000999001,0.000999000999001,1.0,1.0
argento,0.000999000999001,0.000999000999001,1.0,1.0
arguable,0.000999000999001,0.000999000999001,1.0,1.0
argue,0.000999000999001,0.0014985014985,0.666666666667,1.5
argues,0.000999000999001,0.000999000999001,1.0,1.0
arguments,0.000999000999001,0.0014985014985,0.666666666667,1.5
arise,0.000999000999001,0.000999000999001,1.0,1.0
arising,0.000999000999001,0.000999000999001,1.0,1.0
aristocratic,0.000999000999001,0.000999000999001,1.0,1.0
arithmetic,0.000999000999001,0.000999000999001,1.0,1.0
ark,0.000999000999001,0.0014985014985,0.666666666667,1.5
arkin,0.000999000999001,0.000999000999001,1.0,1.0
arliss,0.000999000999001,0.000999000999001,1.0,1.0
armenia,0.000999000999001,0.000999000999001,1.0,1.0
armenian-canadian,0.000999000999001,0.000999000999001,1.0,1.0
arms,0.000999000999001,0.000999000999001,1.0,1.0
arnie,0.000999000999001,0.000999000999001,1.0,1.0
arnold,0.0024975024975,0.0014985014985,1.66666666667,0.6
around,0.00799200799201,0.00749250749251,1.06666666667,0.9375
arouse,0.000999000999001,0.000999000999001,1.0,1.0
